id,x,y,z
402,-0.166891,0.200962,0.731196
403,-0.325413,0.200962,0.675727
404,-0.467617,0.200962,0.586374
405,-0.586374,0.200962,0.467617
406,-0.675727,0.200962,0.325413
407,-0.731196,0.200962,0.166891
408,-0.750000,0.200962,0.000000
409,-0.731196,0.200962,-0.166891
410,-0.675727,0.200962,-0.325413
411,-0.586374,0.200962,-0.467617
412,-0.467617,0.200962,-0.586374
413,-0.325413,0.200962,-0.675727
414,-0.166891,0.200962,-0.731196
415,-0.000000,0.200962,-0.750000
416,0.166891,0.200962,-0.731196
417,0.325413,0.200962,-0.675727
418,0.467617,0.200962,-0.586374
419,0.586374,0.200962,-0.467617
420,0.675727,0.200962,-0.325413
421,0.731196,0.200962,-0.166891
422,0.513030,0.090461,0.000000
423,0.500167,0.090461,0.114160
424,0.462224,0.090461,0.222595
425,0.401103,0.090461,0.319869
426,0.319869,0.090461,0.401103
427,0.222595,0.090461,0.462224
428,0.114160,0.090461,0.500167
429,0.000000,0.090461,0.513030
430,-0.114160,0.090461,0.500167
431,-0.222595,0.090461,0.462224
432,-0.319869,0.090461,0.401103
433,-0.401103,0.090461,0.319869
434,-0.462224,0.090461,0.222595
435,-0.500167,0.090461,0.114160
436,-0.513030,0.090461,0.000000
437,-0.500167,0.090461,-0.114160
438,-0.462224,0.090461,-0.222595
439,-0.401103,0.090461,-0.319869
440,-0.319869,0.090461,-0.401103
441,-0.222595,0.090461,-0.462224
442,-0.114160,0.090461,-0.500167
443,-0.000000,0.090461,-0.513030
444,0.114160,0.090461,-0.500167
445,0.222595,0.090461,-0.462224
446,0.319869,0.090461,-0.401103
447,0.401103,0.090461,-0.319869
448,0.462224,0.090461,-0.222595
449,0.500167,0.090461,-0.114160
450,0.260472,0.022788,0.000000
451,0.253942,0.022788,0.057961
452,0.234677,0.022788,0.113015
453,0.203645,0.022788,0.162402
454,0.162402,0.022788,0.203645
455,0.113015,0.022788,0.234677
456,0.057961,0.022788,0.253942
457,0.000000,0.022788,0.260472
458,-0.057961,0.022788,0.253942
459,-0.113015,0.022788,0.234677
460,-0.162402,0.022788,0.203645
461,-0.203645,0.022788,0.162402
462,-0.234677,0.022788,0.113015
463,-0.253942,0.022788,0.057961
464,-0.260472,0.022788,0.000000
465,-0.253942,0.022788,-0.057961
466,-0.234677,0.022788,-0.113015
467,-0.203645,0.022788,-0.162402
468,-0.162402,0.022788,-0.203645
469,-0.113015,0.022788,-0.234677
470,-0.057961,0.022788,-0.253942
471,-0.000000,0.022788,-0.260472
472,0.057961,0.022788,-0.253942
473,0.113015,0.022788,-0.234677
474,0.162402,0.022788,-0.203645
